StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Warning,consent,age,sex,own_formidability,own_imagination,timer_instr_First Click,timer_instr_Last Click,timer_instr_Page Submit,timer_instr_Click Count,instr,Q18_First Click,Q18_Last Click,Q18_Page Submit,Q18_Click Count,check1,time_First Click,time_Last Click,time_Page Submit,time_Click Count,non_g_check,time_First Click,time_Last Click,time_Page Submit,time_Click Count,gruesome_check,BP_AQ_1,BP_AQ_2,BP_AQ_3,BP_AQ_4,BP_AQ_5,BP_AQ_6,BP_AQ_7,BP_AQ_8,BP_AQ_9,height_1,height_11,motivated,win_next_fight,poison,visual_size_1,visual_size_2,visual_size_3,visual_size_4,visual_size_5,visual_size_6,visual_strength_1,visual_strength_2,visual_strength_3,visual_strength_4,visual_strength_5,visual_strength_6,comments,mTurkCode
2019-07-12 14:44:42,2019-07-12 14:52:42,0,24.167.143.168,100,479,1,2019-07-12 14:52:42,R_1dccAgzAmozgvR7,,,,,36.1219024658203125,-79.77770233154296875,anonymous,EN,4,1,33,2,5,9,4.995,54.28,59.111,3,1,0,0,96.637,0,1,,,,,,0,0,39.485,0,2,5,5,5,4,5,5,5,5,4,6,0,10,7,10,Off,Off,Off,On,Off,Off,Off,Off,On,Off,Off,Off,"No. ",1465737
2019-07-12 14:50:39,2019-07-12 14:52:43,0,72.241.161.41,100,123,1,2019-07-12 14:52:43,R_1jSRAZ9dh99kR8B,,,,,41.7079925537109375,-83.643402099609375,anonymous,EN,4,1,38,2,10,10,3.972,3.972,5.868,1,1,0,0,24.34,0,4,,,,,,0,0,13.351,0,2,5,5,5,5,5,5,5,5,5,6,0,10,10,10,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,On,,9436702
2019-07-12 14:49:22,2019-07-12 14:52:46,0,68.12.145.240,100,203,1,2019-07-12 14:52:46,R_1QtNgrZSbEYBUzy,,,,,35.460296630859375,-97.3386993408203125,anonymous,EN,4,1,29,2,3,9,9.282,9.282,10.37,1,1,20.419,31.428,47.124,4,1,0,0,27.682,0,1,,,,,,5,5,2,2,4,1,5,5,2,6,0,10,7,10,Off,Off,Off,Off,On,Off,Off,Off,Off,On,Off,Off,,8968514
2019-07-12 14:45:32,2019-07-12 14:52:45,0,71.62.175.95,100,433,1,2019-07-12 14:52:46,R_2v38i6plpCXKF5t,,,,,39.1501007080078125,-78.2689971923828125,anonymous,EN,4,1,45,2,2,9,31.071,31.071,32.631,1,1,0,0,106.119,0,1,,,,,,19.884,19.884,52.271,1,2,5,5,4,5,5,5,5,5,5,5,3,1,8,10,Off,On,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,"What the hell is wrong with this story? I realize he is upset for being shot at but... to do all that to a deceased person is sick.  That person has deep issues. ",5665064
2019-07-12 14:48:57,2019-07-12 14:52:51,0,68.58.57.185,100,233,1,2019-07-12 14:52:51,R_1FRoDppMt4xNPOU,,,,,39.8704071044921875,-86.2165985107421875,anonymous,EN,4,1,25,1,5,10,8.182,8.182,11.199,1,1,0,0,42.638,0,1,0,0,37.218,0,1,,,,,,4,3,2,4,2,2,2,3,2,6,0,6,7,5,Off,Off,Off,On,Off,Off,Off,Off,Off,On,Off,Off,,6435209
2019-07-12 14:48:08,2019-07-12 14:52:52,0,70.160.251.143,100,284,1,2019-07-12 14:52:53,R_12LxF1OMp5avvJW,,,,,37.3197021484375,-76.7624969482421875,anonymous,EN,4,1,62,2,2,5,19.531,19.531,20.834,1,1,0,0,57.346,0,1,0,0,23.85,0,1,,,,,,3,3,3,3,3,3,3,3,3,5,8,5,5,5,Off,Off,On,Off,Off,Off,Off,Off,On,Off,Off,Off,,5098348
2019-07-12 14:46:52,2019-07-12 14:52:53,0,174.232.150.77,100,360,1,2019-07-12 14:52:53,R_2VR7MdZyWkUrurp,,,,,41.3843994140625,-81.7003021240234375,anonymous,EN,4,1,37,2,7,10,23.49,23.49,25.385,1,1,0,0,46.377,0,1,0,0,29.31,0,1,,,,,,4,1,1,1,2,2,2,2,1,5,11,6,8,8,Off,Off,Off,On,Off,Off,Off,Off,Off,On,Off,Off,no,8369901
2019-07-12 14:47:25,2019-07-12 14:52:55,0,72.224.82.168,100,330,1,2019-07-12 14:52:55,R_WumOjR1WuwHw94l,,,,,43.684295654296875,-70.4680023193359375,anonymous,EN,4,1,40,1,7,9,45.211,45.211,48.458,1,1,0,0,51.688,0,1,,,,,,0,0,28.403,0,2,5,5,4,5,5,5,5,5,5,5,9,7,8,8,Off,Off,Off,On,Off,Off,Off,On,Off,Off,Off,Off,,7468751
2019-07-12 14:46:57,2019-07-12 14:52:55,0,69.250.192.14,100,357,1,2019-07-12 14:52:55,R_1ib26ewSUATqWR6,,,,,39.4940032958984375,-77.4608001708984375,anonymous,EN,4,1,44,1,5,6,3.031,3.031,11.707,1,1,8.607,8.607,187.897,1,4,,,,,,0,0,48.181,0,2,4,3,3,4,4,3,5,5,4,5,9,9,8,8,Off,Off,Off,On,Off,Off,Off,On,Off,Off,Off,Off,no,9893225
2019-07-12 14:47:46,2019-07-12 14:52:55,0,108.224.142.22,100,309,1,2019-07-12 14:52:56,R_3GePpM2NlwCe7JO,,,,,36.6808013916015625,-121.61640167236328125,anonymous,EN,4,1,31,2,3,6,14.625,14.625,16.401,1,1,0,0,45.517,0,1,,,,,,0,0,54.196,0,2,4,3,3,3,4,4,5,4,3,5,2,8,5,8,Off,Off,On,Off,Off,Off,On,Off,Off,Off,Off,Off,No,208218
2019-07-12 14:49:20,2019-07-12 14:53:04,0,68.98.43.132,100,223,1,2019-07-12 14:53:04,R_2R3RUDqBFkGLJn5,,,,,32.25030517578125,-110.94499969482421875,anonymous,EN,4,1,66,1,6,4,9.314,11.176,12.645,2,1,29.845,29.845,41.409,1,1,0,0,18.146,0,1,,,,,,2,2,2,2,3,3,3,3,2,5,9,4,5,3,Off,On,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,no,6474523
2019-07-12 14:47:28,2019-07-12 14:53:06,0,204.85.176.162,100,337,1,2019-07-12 14:53:06,R_116fHmtx6gTs8K8,,,,,35.9152984619140625,-79.03859710693359375,anonymous,EN,4,1,26,2,7,4,19.281,19.281,20.477,1,1,0,0,81.482,0,1,0,0,29.059,0,1,,,,,,4,2,1,1,4,4,4,3,2,5,11,7,8,9,Off,Off,Off,On,Off,Off,Off,Off,On,Off,Off,Off,,9932946
2019-07-12 14:45:40,2019-07-12 14:53:06,0,73.107.17.88,100,445,1,2019-07-12 14:53:06,R_3FWebzva4AfTi5X,,,,,26.5366973876953125,-81.94460296630859375,anonymous,EN,4,1,46,2,9,10,4.338,4.338,7.233,1,1,0,0,82.794,0,1,0,0,49.481,0,1,,,,,,3,3,3,3,4,3,4,4,3,6,0,3,5,8,Off,Off,Off,On,Off,Off,Off,Off,On,Off,Off,Off,n/a,4814868
2019-07-12 14:50:56,2019-07-12 14:53:06,0,66.24.77.45,100,129,1,2019-07-12 14:53:06,R_1Hc9AdAUbwuBddP,,,,,42.14630126953125,-75.88649749755859375,anonymous,EN,4,1,29,1,9,1,1.899,1.899,5.995,1,1,0,0,18.63,0,4,0,0,12.434,0,1,,,,,,3,3,3,3,3,3,3,3,3,5,8,7,6,1,Off,Off,Off,On,Off,Off,Off,Off,On,Off,Off,Off,"No comments. ",2266522
2019-07-12 14:48:01,2019-07-12 14:53:07,0,47.38.9.65,100,306,1,2019-07-12 14:53:07,R_27IMUlIEhxHERSq,,,,,30.4940948486328125,-90.47509765625,anonymous,EN,4,1,45,1,7,7,4.609,4.609,11.396,1,1,0,0,60.6,0,1,,,,,,0,0,33.9,0,2,5,4,4,4,4,5,4,4,4,5,11,9,8,8,Off,Off,Off,Off,On,Off,Off,Off,On,Off,Off,Off,,7532666
2019-07-12 14:50:11,2019-07-12 14:53:18,0,108.203.195.172,100,186,1,2019-07-12 14:53:18,R_1jPx3ANcsYlD1yJ,,,,,30.404205322265625,-91.143096923828125,anonymous,EN,4,1,32,2,6,10,4.519,8.909,9.724,3,1,11.168,21.243,31.722,3,1,0,0,25.395,0,1,,,,,,5,5,5,5,5,5,5,5,5,6,3,10,10,10,Off,Off,Off,Off,Off,On,Off,Off,On,Off,Off,Off,,349877
2019-07-12 14:47:05,2019-07-12 14:53:22,0,75.82.236.123,100,377,1,2019-07-12 14:53:23,R_25Xiy2CvHIPeJO0,,,,,34.2772979736328125,-118.50009918212890625,anonymous,EN,4,1,22,1,6,5,1.784,1.784,236.913,1,1,0,0,40.463,0,1,0,0,15.848,0,1,,,,,,3,3,3,2,2,4,4,3,2,6,2,6,6,5,Off,Off,Off,Off,Off,On,Off,Off,Off,On,Off,Off,,6499547
2019-07-12 14:48:39,2019-07-12 14:53:25,0,98.157.147.226,100,286,1,2019-07-12 14:53:25,R_10CXWC0wsMYksXa,,,,,37.0995025634765625,-84.11309814453125,anonymous,EN,4,1,60,2,10,10,3.628,3.628,7.822,1,1,0,0,54.917,0,1,,,,,,0,0,41.137,0,2,1,1,1,1,1,5,3,3,3,5,10,10,1,10,Off,Off,On,Off,Off,Off,On,Off,Off,Off,Off,Off,no,3408877
2019-07-12 14:48:53,2019-07-12 14:53:27,0,174.103.84.133,100,274,1,2019-07-12 14:53:27,R_1NfJwKubPuJ4CiZ,,,,,38.472198486328125,-82.6461029052734375,anonymous,EN,4,1,34,1,3,10,11.421,11.421,18.436,1,1,0,0,80.212,0,1,0,0,45.067,0,1,,,,,,2,2,2,2,2,2,3,2,2,5,10,4,5,6,Off,Off,Off,On,Off,Off,Off,Off,On,Off,Off,Off,,2988275
2019-07-12 14:49:09,2019-07-12 14:53:27,0,76.90.172.57,100,257,1,2019-07-12 14:53:27,R_dbDG7k7oShwC0G5,,,,,34.3975067138671875,-118.55680084228515625,anonymous,EN,4,1,23,2,3,7,9.217,9.217,10.827,1,1,0,0,44.288,0,1,0,0,17.074,0,1,,,,,,4,4,4,4,4,4,4,4,4,5,7,7,6,6,Off,Off,Off,On,Off,Off,Off,On,Off,Off,Off,Off,,7848735
2019-07-12 14:49:54,2019-07-12 14:53:30,0,71.112.129.66,100,215,1,2019-07-12 14:53:30,R_1hEDLhc8CFSQnMY,,,,,40.329498291015625,-79.61440277099609375,anonymous,EN,4,1,22,1,6,7,16.055,16.755,18.123,2,1,44.184,44.184,47.046,1,1,,,,,,18.969,18.969,20.388,1,2,5,4,5,4,5,5,5,4,5,5,10,9,7,5,Off,Off,Off,On,Off,Off,Off,Off,Off,On,Off,Off,,3217230
2019-07-12 14:49:59,2019-07-12 14:53:30,0,68.55.19.28,100,210,1,2019-07-12 14:53:30,R_21BTpA7kf2wpQe9,,,,,42.3887939453125,-83.1894989013671875,anonymous,EN,4,1,27,1,5,7,14.262,14.262,15.577,1,1,0,0,38.93,0,1,,,,,,0,0,21.88,0,2,5,5,5,5,5,5,5,5,5,6,0,10,7,8,Off,Off,Off,Off,On,Off,Off,Off,Off,On,Off,Off,,4617423
2019-07-12 14:46:21,2019-07-12 14:53:30,0,76.229.147.218,100,429,1,2019-07-12 14:53:30,R_2rA9AhnGznGttOn,,,,,30.3607940673828125,-91.09169769287109375,anonymous,EN,4,1,60,2,3,8,12.973,12.973,16.151,1,1,0,0,75.747,0,1,,,,,,0,0,41.864,0,2,5,4,4,4,5,4,5,4,4,5,10,1,7,2,Off,Off,Off,On,Off,Off,On,Off,Off,Off,Off,Off,"This story was, indeed, violent.  I hope the two groups overcome their differences and live peacefully together.",4163066
2019-07-12 14:46:31,2019-07-12 14:53:31,0,104.230.61.111,100,419,1,2019-07-12 14:53:31,R_URtMA6uSqxJ3exj,,,,,41.3166046142578125,-81.6260986328125,anonymous,EN,4,1,35,1,7,8,22.301,22.301,23.846,1,1,0,0,67.333,0,1,,,,,,0,0,55.813,0,2,5,3,3,3,5,5,5,5,3,5,10,10,5,6,Off,Off,On,Off,Off,Off,Off,Off,On,Off,Off,Off,,8547925
2019-07-12 14:46:36,2019-07-12 14:53:32,0,99.118.93.135,100,415,1,2019-07-12 14:53:33,R_1dEWgnWgxDAbii9,,,,,34.048004150390625,-85.92459869384765625,anonymous,EN,4,1,24,2,9,8,15.146,15.146,16.789,1,1,0,0,102.726,0,1,0,0,93.468,0,1,,,,,,4,1,1,1,2,4,2,2,1,6,0,5,4,10,Off,Off,Off,Off,On,Off,On,Off,Off,Off,Off,Off,,8474313
2019-07-12 14:47:52,2019-07-12 14:53:41,0,172.72.67.248,100,348,1,2019-07-12 14:53:41,R_2riNW1R5aaiWnYO,,,,,35.3715972900390625,-80.529998779296875,anonymous,EN,4,1,53,2,1,3,10.764,10.764,11.689,1,1,0,0,55.317,0,1,0,0,14.131,0,1,,,,,,5,5,4,4,5,4,5,5,5,5,8,10,8,7,Off,Off,Off,On,Off,Off,Off,Off,Off,On,Off,Off,,3062859
2019-07-12 14:46:32,2019-07-12 14:53:54,0,73.244.227.226,100,442,1,2019-07-12 14:53:55,R_UAy06gCYIvcNPy1,,,,,26.6598052978515625,-80.24289703369140625,anonymous,EN,4,1,54,1,4,6,17.805,17.805,20.656,1,1,0,0,87.953,0,1,0,0,50.349,0,1,,,,,,3,2,2,2,2,3,2,3,2,5,6,4,5,4,Off,On,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,no,2319553
2019-07-12 14:50:58,2019-07-12 14:54:03,0,47.40.40.156,100,184,1,2019-07-12 14:54:03,R_3MLSnP3GDigb9kj,,,,,38.7310028076171875,-90.10970306396484375,anonymous,EN,4,1,31,1,7,8,4.423,8.385,9.076,3,1,12.939,23.29,30.534,4,1,,,,,,23.87,23.87,27.47,1,2,5,4,4,4,5,4,5,5,4,6,3,9,7,7,Off,Off,Off,Off,On,Off,Off,Off,Off,On,Off,Off,None,585739
2019-07-12 14:49:21,2019-07-12 14:54:03,0,75.115.65.67,100,282,1,2019-07-12 14:54:03,R_27QJ0rdfepTnc1E,,,,,27.8643035888671875,-81.5718994140625,anonymous,EN,4,1,28,1,8,7,15.892,15.892,19.701,1,1,0,0,39.495,0,1,,,,,,0,0,47.99,0,2,5,2,1,4,5,4,5,5,4,6,0,9,8,7,Off,Off,Off,On,Off,Off,Off,Off,On,Off,Off,Off,,5992982
2019-07-12 14:51:18,2019-07-12 14:54:12,0,76.244.36.128,100,173,1,2019-07-12 14:54:12,R_3rSBb3Hdsvt4ix4,,,,,37.347900390625,-122.03509521484375,anonymous,EN,4,1,32,1,7,8,1.718,1.718,7.184,1,1,0,0,45.506,0,1,0,0,20.259,0,1,,,,,,2,2,2,2,2,3,4,2,2,5,10,4,4,8,Off,Off,On,Off,Off,Off,Off,On,Off,Off,Off,Off,,9870718
2019-07-12 14:49:55,2019-07-12 14:54:15,0,173.213.91.72,100,259,1,2019-07-12 14:54:15,R_31Ql7HewW8yNNuM,,,,,36.12139892578125,-115.14099884033203125,anonymous,EN,4,1,30,2,4,8,5.073,11.4,11.79,3,1,8.442,21.161,68.263,3,1,0,0,31.113,0,1,,,,,,5,4,2,2,5,4,4,3,3,5,8,7,5,8,Off,Off,Off,Off,On,Off,Off,Off,On,Off,Off,Off,,649516
2019-07-12 14:45:47,2019-07-12 14:54:19,0,216.170.214.32,100,511,1,2019-07-12 14:54:19,R_3nCn5kP6sZTRgDz,,,,,36.8090057373046875,-114.0590972900390625,anonymous,EN,4,1,64,1,6,7,27.457,27.457,29.426,1,1,0,0,100.976,0,1,,,,,,0,0,42.45,0,2,4,2,4,2,5,5,5,4,4,5,10,9,8,7,Off,Off,Off,On,Off,Off,On,Off,Off,Off,Off,Off,"None, thank you.",4076093
2019-07-12 14:51:11,2019-07-12 14:54:19,0,76.92.65.114,100,187,1,2019-07-12 14:54:20,R_1P29gY8PdCpb7Jd,,,,,39.4940032958984375,-80.22209930419921875,anonymous,EN,4,1,35,2,1,10,9.825,13.073,16.41,3,1,12.112,12.112,37.659,1,1,,,,,,0,0,16.544,0,2,5,4,3,3,5,4,4,5,3,5,10,8,6,8,Off,Off,Off,On,Off,Off,Off,On,Off,Off,Off,Off,none,748029
2019-07-12 14:50:30,2019-07-12 14:54:24,0,24.246.211.63,100,233,1,2019-07-12 14:54:24,R_2OZoud4kGCXxE8C,,,,,40.23089599609375,-96.5121002197265625,anonymous,EN,4,1,40,2,3,7,6.873,6.873,10.376,1,1,0,0,36.806,0,1,0,0,26.981,0,1,,,,,,2,2,1,3,3,2,4,4,2,5,10,6,4,8,Off,Off,Off,On,Off,Off,Off,On,Off,Off,Off,Off,,2666895
2019-07-12 14:50:45,2019-07-12 14:54:30,0,174.68.136.37,100,224,1,2019-07-12 14:54:30,R_3JrOLTewviRr7Rr,,,,,36.1172027587890625,-115.05280303955078125,anonymous,EN,4,1,30,1,3,6,3.397,3.397,16.57,1,1,0,0,32.476,0,1,0,0,27.605,0,1,,,,,,4,4,4,2,4,2,2,4,4,5,11,6,7,6,Off,Off,Off,Off,On,Off,Off,Off,Off,On,Off,Off,,3701936
2019-07-12 14:50:17,2019-07-12 14:54:30,0,98.161.34.120,100,253,1,2019-07-12 14:54:31,R_3h3FeYTdrREOur0,,,,,41.275604248046875,-96.24310302734375,anonymous,EN,4,1,32,2,4,7,4.53,4.53,7.078,1,1,3.189,9.092,53.538,2,1,,,,,,2.872,8.115,34.002,2,2,5,4,4,4,5,5,5,4,4,5,11,9,8,5,Off,Off,Off,On,Off,Off,Off,On,Off,Off,Off,Off,,6997409
2019-07-12 14:50:25,2019-07-12 14:54:32,0,71.9.150.138,100,246,1,2019-07-12 14:54:32,R_3nvXYVzjGIH8c86,,,,,44.7969970703125,-73.511199951171875,anonymous,EN,4,1,27,1,3,5,4.085,4.085,12.814,1,1,0,0,30.3,0,1,,,,,,0,0,15.624,0,2,3,5,5,4,4,2,5,4,4,6,3,10,8,10,Off,Off,Off,Off,Off,On,On,Off,Off,Off,Off,Off,,2520684
2019-07-12 14:51:30,2019-07-12 14:54:34,0,73.65.171.8,100,183,1,2019-07-12 14:54:34,R_DOjLwX94i0APjsB,,,,,41.0395965576171875,-111.93609619140625,anonymous,EN,4,1,34,1,4,7,11.957,11.957,16.154,1,1,0,0,38.815,0,1,0,0,15.829,0,1,,,,,,4,4,3,2,4,4,4,3,2,5,11,9,7,4,Off,Off,Off,On,Off,Off,Off,Off,On,Off,Off,Off,,2387016
2019-07-12 14:49:51,2019-07-12 14:54:34,0,108.211.135.214,100,282,1,2019-07-12 14:54:35,R_3svkUJLgNohtrsv,,,,,32.7776947021484375,-116.919097900390625,anonymous,EN,4,1,45,2,7,4,10.849,10.849,16.294,1,1,0,0,40.494,0,1,,,,,,0,0,17.667,0,2,5,3,3,3,5,3,5,5,4,5,10,10,8,7,Off,Off,Off,On,Off,Off,Off,Off,Off,On,Off,Off,none,4150883
2019-07-12 14:50:36,2019-07-12 14:54:37,0,98.211.218.243,100,241,1,2019-07-12 14:54:38,R_1Ivi1q8VZcnIXmz,,,,,25.597198486328125,-80.4048004150390625,anonymous,EN,4,1,29,2,6,6,2.869,3.378,66.799,2,1,0,0,37.324,0,1,0,0,22.607,0,1,,,,,,1,5,5,5,5,5,5,5,5,5,2,8,6,10,Off,Off,On,Off,Off,Off,Off,Off,Off,On,Off,Off,,1278393
2019-07-12 14:52:12,2019-07-12 14:54:39,0,204.195.45.80,100,147,1,2019-07-12 14:54:40,R_2BllmqLU4yxvOmG,,,,,45.450103759765625,-122.8679962158203125,anonymous,EN,4,1,34,2,7,10,11.94,11.94,12.722,1,1,0,0,43.243,0,1,,,,,,0,0,18.682,0,2,5,5,5,5,5,5,5,5,5,5,11,10,10,5,Off,Off,Off,Off,On,Off,Off,Off,On,Off,Off,Off,,731860
2019-07-12 14:48:12,2019-07-12 14:54:42,0,24.118.59.186,100,390,1,2019-07-12 14:54:42,R_2VgYOoGkuLDDlMV,,,,,44.935394287109375,-93.169403076171875,anonymous,EN,4,1,29,2,2,6,2.791,2.791,11.498,1,1,20.757,20.757,63.723,1,1,0,0,23.03,0,1,,,,,,4,2,3,2,4,3,4,3,3,5,5,10,6,5,Off,Off,On,Off,Off,Off,Off,On,Off,Off,Off,Off,,344021
2019-07-12 14:51:46,2019-07-12 14:54:48,0,24.199.63.22,100,182,1,2019-07-12 14:54:48,R_AuDqJdbmDdVLSdH,,,,,34.003204345703125,-117.961700439453125,anonymous,EN,4,1,25,2,7,8,1.867,3.985,6.865,3,1,49.677,49.971,53.903,2,1,,,,,,2.584,3.015,8.922,2,2,4,3,4,3,3,4,4,4,3,5,8,7,7,7,Off,Off,Off,On,Off,Off,Off,Off,On,Off,Off,Off,fun survey,2355693
2019-07-12 14:51:35,2019-07-12 14:54:51,0,76.178.34.93,100,196,1,2019-07-12 14:54:52,R_3PaRVAbCnDnHwxb,,,,,32.7093048095703125,-114.49050140380859375,anonymous,EN,4,1,36,1,8,8,14.99,14.99,17.585,1,1,0,0,42.761,0,1,0,0,21.013,0,1,,,,,,4,2,1,4,4,5,5,4,2,6,0,8,5,9,Off,Off,Off,Off,Off,On,Off,On,Off,Off,Off,Off,No.,1882317
2019-07-12 14:48:11,2019-07-12 14:54:58,0,76.17.64.52,100,406,1,2019-07-12 14:54:58,R_1dt22tC2IaI0agP,,,,,33.8656005859375,-84.07250213623046875,anonymous,EN,4,1,48,2,1,4,24.892,24.892,26.385,1,1,0,0,47.727,0,1,,,,,,0,0,27.547,0,2,5,5,5,5,5,5,5,5,5,6,4,1,8,8,Off,Off,Off,Off,Off,On,Off,Off,Off,On,Off,Off,,7373578
2019-07-12 14:48:06,2019-07-12 14:55:02,0,24.145.18.116,100,416,1,2019-07-12 14:55:02,R_1DB9u6NWgo32k1t,,,,,40.507598876953125,-78.3925018310546875,anonymous,EN,4,1,34,1,8,7,5.728,5.728,6.943,1,1,0,0,54.335,0,1,,,,,,0,0,34.093,0,2,5,5,5,4,5,5,5,5,5,5,6,9,6,7,Off,On,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,,5430610
2019-07-12 14:50:45,2019-07-12 14:55:03,0,137.110.154.249,100,257,1,2019-07-12 14:55:03,R_29uM2ZmaFkZnyeN,,,,,32.84869384765625,-117.276702880859375,anonymous,EN,4,1,40,2,3,10,17.826,17.826,19.336,1,1,0,0,50.789,0,1,0,0,19.045,0,1,,,,,,4,2,2,2,4,4,4,3,2,5,10,4,4,9,Off,Off,Off,On,Off,Off,Off,On,Off,Off,Off,Off,This one was certainly different.,4257163
2019-07-12 14:51:38,2019-07-12 14:55:07,0,208.104.254.10,100,208,1,2019-07-12 14:55:07,R_Xzar5SMNcJFLswV,,,,,34.7487030029296875,-80.75949859619140625,anonymous,EN,4,1,28,2,4,9,10.349,10.349,12.091,1,1,0,0,51.445,0,1,0,0,17.888,0,1,,,,,,5,3,2,2,4,5,5,3,3,6,0,9,6,4,Off,Off,Off,On,Off,Off,Off,On,Off,Off,Off,Off,,7594281
2019-07-12 14:51:20,2019-07-12 14:55:07,0,23.118.174.190,100,226,1,2019-07-12 14:55:07,R_2YqWPMAJjWk8UQy,,,,,42.0487060546875,-87.8905029296875,anonymous,EN,4,1,21,1,8,9,11.944,11.944,13.261,1,1,0,0,37.069,0,1,,,,,,0,0,23.764,0,2,5,3,4,4,5,3,5,4,3,5,9,10,8,5,Off,Off,Off,On,Off,Off,Off,Off,On,Off,Off,Off,,4146928
2019-07-12 14:51:42,2019-07-12 14:55:07,0,69.136.133.35,100,204,1,2019-07-12 14:55:07,R_ZfcdMmScsxFUp1f,,,,,42.395904541015625,-83.1410980224609375,anonymous,EN,4,1,48,2,5,6,3.301,3.301,11.108,1,1,0,0,34.396,0,1,,,,,,0,0,18.817,0,2,3,2,3,4,3,4,4,5,4,5,10,4,6,8,Off,Off,Off,Off,On,Off,Off,Off,Off,On,Off,Off,,205067
2019-07-12 14:50:23,2019-07-12 14:55:10,0,75.142.87.205,100,286,1,2019-07-12 14:55:10,R_21t5KMx37mESdPn,,,,,46.251495361328125,-119.10340118408203125,anonymous,EN,4,1,22,2,8,9,2.693,14.639,15.106,2,1,0,0,36.578,0,1,17.658,17.658,22.125,1,1,,,,,,3,2,1,1,3,4,1,1,1,5,2,4,1,1,On,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,,303721
2019-07-12 14:43:55,2019-07-12 14:55:13,0,74.141.209.6,100,677,1,2019-07-12 14:55:14,R_1Nwi1cQOpW0Ay8x,,,,,37.0189971923828125,-86.45369720458984375,anonymous,EN,4,1,25,2,6,9,30.168,30.168,31.274,1,1,0,0,65.978,0,1,,,,,,0,0,229.995,0,2,4,4,4,4,5,5,5,5,4,6,1,10,8,10,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,On,Off,,5771013
2019-07-12 14:51:19,2019-07-12 14:55:23,0,76.126.167.224,100,243,1,2019-07-12 14:55:23,R_2xL5ktGHDFViK9N,,,,,37.5625,-122.000396728515625,anonymous,EN,4,1,36,1,7,7,7.544,7.544,8.955,1,1,5.191,17.063,39.759,2,1,,,,,,0,0,32.629,0,2,4,3,4,2,5,4,5,3,2,5,10,10,5,3,Off,Off,Off,On,Off,Off,On,Off,Off,Off,Off,Off,,5567694
2019-07-12 14:53:03,2019-07-12 14:55:23,0,68.43.190.225,100,139,1,2019-07-12 14:55:23,R_2rAZtgflcspO1u8,,,,,42.3695068359375,-83.476898193359375,anonymous,EN,4,1,43,1,3,9,6.353,6.353,8.006,1,1,0,0,18.612,0,1,0,0,23.111,0,1,,,,,,4,2,2,2,4,4,4,4,1,5,7,5,4,8,Off,Off,On,Off,Off,Off,Off,On,Off,Off,Off,Off,None,5340343
2019-07-12 14:50:09,2019-07-12 14:55:33,0,99.119.193.239,100,324,1,2019-07-12 14:55:34,R_3h0BkpF0AkqTHPA,,,,,37.795806884765625,-122.4203033447265625,anonymous,EN,4,1,46,1,4,8,8.387,8.387,16.705,1,1,0,0,86.706,0,1,,,,,,0,0,34.441,0,2,5,3,3,3,5,5,5,5,5,5,5,10,8,8,On,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,no,2629708
2019-07-12 14:50:38,2019-07-12 14:55:34,0,70.173.104.238,100,295,1,2019-07-12 14:55:34,R_21tALQt7A81uFkH,,,,,36.013397216796875,-115.20770263671875,anonymous,EN,4,1,34,2,2,6,2.865,9.041,10.365,5,1,1.557,39.26,39.905,38,1,,,,,,2.148,8.982,24.274,4,2,5,5,5,5,5,1,5,5,5,6,2,10,9,10,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,On,Off,no,7006774
2019-07-12 14:51:02,2019-07-12 14:55:37,0,137.52.20.243,100,274,1,2019-07-12 14:55:37,R_332Mqp1Tfi0uoVi,,,,,26.0702972412109375,-80.22480010986328125,anonymous,EN,4,1,27,1,5,10,7.738,7.738,8.615,1,1,0,0,93.706,0,1,0,0,25.28,0,1,,,,,,3,3,2,2,2,4,3,3,1,5,9,3,5,6,Off,Off,On,Off,Off,Off,Off,On,Off,Off,Off,Off,,7910190
2019-07-12 14:50:40,2019-07-12 14:55:46,0,71.167.64.72,100,306,1,2019-07-12 14:55:47,R_1in6ZcWm1oO3nj1,,,,,40.7606048583984375,-72.98439788818359375,anonymous,EN,4,1,44,2,4,5,15.101,15.101,17.429,1,1,0,0,88.672,0,1,28.278,28.278,35.409,1,1,,,,,,4,1,4,1,1,4,4,3,1,5,7,2,3,8,Off,On,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,no,1085162
